投资时间,受资方,所属行业,VC阶段,投资金额,币种,投资方,
2017-09-29,太阳股份,食品加工,新三板定增轮,1.2亿,人民币,瑜宝投资 / 国信弘盛 / 嘉远资本 / 北京上德合利投资管理有限公司 / 天津睿德信资产,
2017-09-29,智者品牌,商务服务业,新三板定增轮,3190万,人民币,晨晖资本,
2017-09-29,协和电子,印制电路板制造,新三板定增轮,6900万,人民币,前海中科招商 / 清源投资 / 高正创投,
2017-09-29,嘉奥科技,医疗服务,A轮,数千万,人民币,松禾资本 / 火山石资本,
2017-09-28,紫葩传媒,影视制作及发行,天使轮,数千万,人民币,洪泰基金 / 水木资本,
2017-09-28,红相电力,电子测量仪器制造业,上市定增轮,11.6亿,人民币,不公开的投资者,
2017-09-28,体素科技,医疗服务,A轮,数亿,人民币,腾讯投资,
2017-09-28,动因体育,其他娱乐与休闲,A轮,5亿,人民币,不公开的投资者 / 曜为投资,
2017-09-28,分贝通,金融,A轮,4千万,人民币,宜信惠民 / IDG资本 / 华创资本,
2017-09-28,首航节能,电器机械及器材制造,上市定增轮,44.7亿,人民币,浙江浙企投资管理有限公司 / 中信建投证券 / 华宝信托 / 泰达宏利基金,
2017-09-28,云白环境,建材,新三板定增轮,1亿,人民币,毅达资本 / 招银股权投资 / 山东高速光控产业投资,
2017-09-27,垂衣,电子商务,Pre-A轮,2200万,人民币,元璟资本 / 光合创投（光合基金） / 天使湾投资,
2017-09-27,香蕉游戏传媒,网络游戏,B轮,2亿,人民币,经纬中国 / 新番资本 / IDG资本 / 上海竞远,
2017-09-27,新华都,零售,上市定增轮,5亿,人民币,阿里成都 / 杭州灏云,
2017-09-26,轻喜到家,网络服务,Pre-A轮,数千万,人民币,不公开的投资者 / 汇信资本,
2017-09-26,金版文化,出版业,新三板定增轮,5652万,人民币,信中利资本 / 浙商创投,
2017-09-26,华移科技,网络服务,新三板定增轮,1000万,人民币,松禾资本,
2017-09-26,四川唯鸿,食品加工,新三板定增轮,2580万,人民币,杭州侏罗纪投资管理有限公司,
2017-09-26,景鸿物流,交通运输,新三板定增轮,1926万,人民币,国泰君安 / 万联证券,
2017-09-26,云外教,教育与培训,天使轮,数千万,人民币,凯天基金,
2017-09-26,变现猫,无线互联网服务,Pre-A轮,2400万,人民币,弘道资本,
2017-09-26,留白影视,影视制作及发行,D轮,1.5亿,人民币,南山资本 / 经纬中国,
2017-09-25,婚乐多,其他连锁及零售,Pre-A轮,数千万,人民币,百度风投,
2017-09-25,爽口源,农业种植,新三板定增轮,2601万,人民币,甘肃省中小企业基金,
2017-09-25,快点阅读,手机阅读,A轮,5百万,美元,晨兴资本 / 蓝湖资本 / 纪源资本,
2017-09-25,中能电商,电子商务,天使轮,2千万,人民币,太原煤炭交易中心 / 深国际控股 / 中信证券,
2017-09-25,川派医生集团,医疗服务,Pre-A轮,非公开,,赛马资本,
2017-09-25,神居动漫,动漫,Pre-A轮,非公开,,伯藜创投,
2017-09-25,Shanghai Efu Supply Chain Management Co., Ltd.,咨询,Pre-A轮,2百万,人民币,原子创投,
2017-09-25,世纪瑞尔,其他电子设备,新三板定增轮,4.1亿,人民币,不公开的投资者,
2017-09-25,南京钢铁,冶炼/加工,上市定增轮,17.9亿,人民币,华融瑞通 / 博时基金 / 九泰基金,
2017-09-22,平塔科技,影视制作及发行,Pre-A轮,数千万,人民币,厚德前海投资,
2017-09-22,雷励金融,金融,A轮,6千万,人民币,不公开的投资者 / 高榕资本,
2017-09-22,国泰慧众,体育,A轮,2300万,人民币,唐德鼎石 / 微影资本,
2017-09-22,泰德股份,其他电器机械及器材制造,新三板定增轮,2250万,人民币,西藏汇成 / 华通创投 / 博顺天诚,
2017-09-22,翰博高新,光电显示器,新三板定增轮,3亿,人民币,湖北鼎锋长江投资管理有限公司 / 上海相兑资产管理有限公司 / 华侨基金 / 铸英投资,
2017-09-22,旷博生物,医药,新三板定增轮,3650万,人民币,嘉豪（北京）投资有限公司 / 东北证券,
2017-09-22,金源新材,环保,新三板定增轮,5400万,人民币,国泰君安 / 华融证券 / 信达证券 / 东兴证券,
2017-09-21,创谐信息,软件,新三板定增轮,1150万,人民币,如山投资,
2017-09-21,海翼股份,电子设备,新三板定增轮,8972万,人民币,维新力特投资,
2017-09-21,道隆华尔,应用软件,新三板定增轮,1820万,人民币,天风天睿 / 中缔投资,
2017-09-21,乾元泽孚,建材,新三板定增轮,2016万,人民币,鲁信祺晟,
2017-09-21,巴乐兔,房地产中介服务,B轮,数千万,美元,南丰集团 / 天使投资人,
2017-09-21,何仙姑夫,网络视频,A轮,数千万,人民币,深创投 / 百度视频,
2017-09-21,飞朔生物,医疗服务,B轮,4千万,人民币,景旭创投 / 景圆蓝海,
2017-09-21,蚂蚁鲜生,食品&饮料,天使轮,数千万,人民币,多牛资本 / 天使湾投资 / 汇光投资,
2017-09-21,奥本未来,应用软件,A轮,非公开,,华创资本,
2017-09-21,埃洛克航空,硬件,A轮,数千万,人民币,百度投资部,
2017-09-20,乌托邦疗养村,医疗服务,种子轮,数千万,人民币,中国茶博汇,
2017-09-20,指掌易,网络服务,A轮,1.5亿,人民币,昆仲资本 / 苹果天使 / 华创资本,
2017-09-20,链商科技,网络服务,天使轮,3千万,人民币,天使投资人,
2017-09-20,Gogoro,其他汽车,C轮,3亿,美元,淡马锡投资 / 松下集团 / 住友商事 / Generation Investment Management,
2017-09-20,智启蓝墨,其他教育与培训,A轮,数千万,人民币,天演融智 / 新道科技 / 几何投资,
2017-09-20,松力生物,生物技术/医疗健康,D轮,非公开,,协立投资 / 华岭资本 / 泰福资本 / 动平衡投资 / 江苏九洲创投,
2017-09-20,金证财富,金融服务,A轮,8400万,人民币,腾讯投资,
2017-09-20,海龙核科,新材料,新三板定增轮,2亿,人民币,天风天睿 / 农银国联无锡投资管理有限公司 / 天风汇盈 / 长江资本,
2017-09-20,金晟环保,造纸,新三板定增轮,1.6亿,人民币,雨杉投资 / 宽远资产 / 平安财智 / 深圳安瑞诚投资管理有限公司 / 溧阳红土,
2017-09-20,南湖国旅,商务服务业,新三板定增轮,2.2亿,人民币,国坤财子金基金 / 粤科创投 / 乾和投资 / 温氏投资,
2017-09-20,金冠电气,其他电器机械及器材制造,上市定增轮,5亿,人民币,诺远资产,
2017-09-19,聚美丽,日用化学,Pre-A轮,数百万,人民币,磐缔资本,
2017-09-19,新舟教育,教育与培训,A轮,数千万,人民币,鑫鼎国瑞,
2017-09-18,崇德动漫,文化传播,新三板定增轮,3千万,人民币,华睿投资,
2017-09-18,九龙宝典,广告创意/代理,新三板定增轮,3960万,人民币,兴潭投资,
2017-09-18,来包纸,房地产,天使轮,数千万,人民币,梅花天使创投 / 天使投资人,
2017-09-18,永安行,交通运输,B轮,8.1亿,人民币,深创投 / 亿佳顺电子 / 和诺资本 / 溧阳红土 / 和泰股权投资,
2017-09-15,威门药业,中药材及中成药加工业,新三板定增轮,6千万,人民币,重庆德同投资,
2017-09-15,裂变科技,网络视频,A轮,1.1亿,人民币,三千资本 / 中文投资 / 德同（北京）投资管理股份有限公司 / 奇虎360 / 天神互动,
2017-09-15,联影,医疗设备,A轮,33.3亿,人民币,招银电信基金管理 / 国寿投资 / 中国国新 / 国投创新 / 国开开元股权投资,
2017-09-15,炼石网络,商务服务业,Pre-A轮,3千万,人民币,国科嘉和 / 安云资本,
2017-09-15,鲜美信息,IT服务,Pre-A轮,数千万,人民币,真顺基金,
2017-09-15,不空文化,传统媒体,A轮,6千万,人民币,上海娅宝方和投资 / IDG资本,
2017-09-15,和信贷,P2P,B轮,0,美元,龙门资本 / Long Harvest,
2017-09-14,进化者机器人,硬件,A轮,8千万,人民币,索道投资 / 水木春锦资本,
2017-09-14,浙江九州云,应用软件,B轮,1亿,人民币,泰达科技 / 华泰紫金 / 徽瑾创投,
2017-09-14,优拜单车,网络服务,B轮,数千万,美元,不公开的投资者,
2017-09-13,猫空,网络服务,A轮,非公开,,拍拍贷,
2017-09-13,九橙,餐饮,A轮,非公开,,佳沃集团,
2017-09-12,博安达,应用软件,新三板定增轮,4千万,人民币,江苏高产投 / 青岛迈通创业投资管理有限公司 / 青鼎泰投资,
2017-09-12,车语文化,文化传播,C轮,数亿,人民币,天使投资人,
2017-09-11,空气堡,IT服务,天使轮,数千万,美元,真格基金 / 光速中国创业投资基金,
2017-09-11,占心,网络社区,A轮,1千万,人民币,量引资本 / 不公开的投资者,
2017-09-11,TNG Wallet,第三方支付,A轮,1.2亿,美元,联创永宣,
2017-09-08,居家通,网络服务,B轮,5千万,人民币,红星美凯龙,
2017-09-08,优艾智合,硬件,种子轮,数百万,人民币,西交1896 / HAXLR8R / Plug & Play Ventures,
2017-09-08,清大教育,职业教育,新三板定增轮,1296万,人民币,源铄投资,
2017-09-08,六行君通,金融信息服务,新三板定增轮,2千万,人民币,黑岩资本,
2017-09-08,Fix Auto大师钣喷,汽车维修,A轮,数千万,人民币,中投中财,
2017-09-07,元鼎科技,IT咨询,新三板定增轮,5188万,人民币,鼎青投资 / 深圳量子创业投资有限公司,
2017-09-07,华光光电,光电,新三板定增轮,6600万,人民币,济南远慧投资管理有限公司 / 华众沃赋 / 鲁信创投,
2017-09-07,伟泰科技,其他机械制造,新三板定增轮,4984万,人民币,同创伟业 / 前海方舟资产,
2017-09-07,MeetBest好处,其他,天使轮,数百万,人民币,不公开的投资者,
2017-09-07,美窝家装,其他建筑/工程,A轮,数千万,人民币,IDG资本,
2017-09-06,深脑链,IT服务,天使轮,3200万,人民币,戈壁 / 金沙江创投 / 钱世,
2017-09-06,旅帮,旅游,天使轮,1千万,人民币,互程科技,
2017-09-06,衣二三,租赁业,C轮,5千万,美元,世纪金沙江创投 / 磐霖资本 / 真格基金 / IDG资本 / UVM 2 Venture,
2017-09-06,谷露软件,软件,A轮,5千万,人民币,真成投资 / 双湖投资,
2017-09-06,云智充,其他电子产品,天使轮,非公开,,天使投资人,
2017-09-06,锐丰音响,其他电子设备,新三板定增轮,3750万,人民币,广州中科粤创孵化器投资管理有限公司 / 瀚华资本,
2017-09-06,汉嘉股份,电器机械及器材制造,新三板定增轮,965万,人民币,兴业证券 / 英飞玛雅,
2017-09-06,必可测,专用仪器仪表制造业,新三板定增轮,5471万,人民币,东方通鑫 / 青域诚和投资 / 向日葵投资,
2017-09-06,浩明科技,造纸,新三板定增轮,4490万,人民币,惠州时代伯乐,
2017-09-05,西普教育,教育与培训,新三板定增轮,4000万,人民币,丰厚资本 / 北京中创鸿星投资管理有限公司 / 华图资本,
2017-09-05,合纵科技,其他电器机械及器材制造,上市定增轮,5.1亿,人民币,臻泰投资,
2017-09-05,氪空间,租赁业,B轮,数亿,人民币,IDG资本,
2017-09-05,猫眼电影,电影放映,B轮,10亿,人民币,光线传媒,
2017-09-05,华体文化,娱乐传媒,Pre-A轮,2千万,人民币,腾讯创业基地 / 北京市文化中心基金,
2017-09-04,赛诺威盛,医疗设备,B轮,2亿,人民币,启明创投 / 宜利资本 / 华盖医疗投资,
2017-09-04,衣+,无线互联网服务,B轮,1亿,人民币,北京银行 / 百融骏投资 / 海通证券,
2017-09-01,HSOhealth,医疗服务,A轮,数千万,人民币,不公开的投资者 / 博腾股份,
2017-09-01,ZAG区块链钱包,金融服务,天使轮,数百万,人民币,无引力ICO基金,
2017-09-01,兴业股份,其他化工原料及加工,上市定增轮,12.2亿,人民币,长城国融投资 / 华融证券 / 银河资本 / 九泰基金 / 华融津投（天津）股权投资基金管理有限公司,
2017-09-01,香橙互动,IT服务,A轮,数百万,人民币,鼎信长城基金 / 腾讯投资 / 腾讯众创空间,
2017-09-01,阳光鼠,纺织及服装,A轮,非公开,,道格资本,
2017-09-01,声智科技,咨询,A轮,数亿,人民币,北京银行 / 峰瑞资本 / 蓝港互动 / 百度投资部 / 洪泰基金,
2017-09-01,聚星动力,娱乐与休闲,Pre-A轮,非公开,,荣正投资,
2017-08-31,古德菲力,娱乐传媒,B轮,1亿,人民币,达晨创投 / 世纪金源投资集团 / 招商银行,
2017-08-31,易捷好车,电子商务,A轮,数千万,人民币,九域汇 / 太平洋网络,
2017-08-31,徒子文化,动漫,A轮,数千万,人民币,腾讯投资,
2017-08-31,映翰通,网络设备,新三板定增轮,5688万,人民币,欧华君汇资本,
2017-08-31,顶联信息,软件,新三板定增轮,1920万,人民币,山东恒蓝资本投资管理有限公司 / 鲁证新天使投资,
2017-08-31,新健康成,生物工程,新三板定增轮,1.2亿,人民币,宁波卓源投资,
2017-08-31,云端网络,软件,新三板定增轮,6075万,人民币,常州凯璞庭资本管理有限公司 / 常州产业投资,
2017-08-31,智麦引擎,医疗服务,Pre-A轮,数千万,人民币,青岛驰骋,
2017-08-30,鹿城银行,商业银行,新三板定增轮,8070万,人民币,南京银行,
2017-08-30,马氏兄弟,其他生物技术/医疗健康,新三板定增轮,1200万,人民币,邦明资本,
2017-08-30,奇幻森林,文化传播,A轮,3千万,人民币,春晓资本 / 左驭,
2017-08-30,乐百分,金融服务,Pre-A轮,8千万,人民币,恒业基金 / 恒生电子 / 合源资本,
2017-08-30,果小美,零售,A轮,数千万,美元,峰瑞资本 / 蓝驰创投 / IDG资本,
2017-08-29,圣兆药物,生物制药,新三板定增轮,2.3亿,人民币,中山证券 / 万联天泽资本 / 华控基金 / 康远投资,
2017-08-29,旭日环保,环保,新三板定增轮,6780万,人民币,蓝海汇金 / 珠海领先互联 / 深圳市泽钜资本管理有限公司 / 哲锡投资 / 援疆创新创投,
2017-08-29,颜值招聘,网上招聘,天使轮,数百万,人民币,不公开的投资者,
2017-08-29,天众体育,体育,A轮,2千万,人民币,曜为投资 / 北极光,
2017-08-29,互联派,职业教育,Pre-A轮,数百万,人民币,梅花天使创投,
2017-08-29,金马股份,仪器仪表制造,上市定增轮,20亿,人民币,博时基金 / 国信资本 / 山东高速投资基金管理有限公司 / 中意资产,
2017-08-29,唐人神,农业加工,上市定增轮,2.6亿,人民币,唐人神控股,
2017-08-28,精灵云,咨询,A轮,2千万,人民币,前海夹金山资管,
2017-08-28,火球科技,电子商务,A轮,3500万,人民币,赛富投资基金 / 远镜投资,
2017-08-28,隅田川,电子商务,A轮,数千万,人民币,翊翎资本,
2017-08-28,卓正医疗,医疗服务,C轮,4千万,美元,水木清华资本 / 经纬中国 / 前海方舟资产 / 中金公司 / 天图资本,
2017-08-28,我爱轮胎网,汽车,Pre-A轮,6千万,人民币,慧聪国际（慧聪网） / 春晓资本,
2017-08-28,七牛云,其他网络服务,E轮,10亿,人民币,不公开的投资者 / 云锋基金 / 阿里资本,
2017-08-28,万国体育,体育,新三板定增轮,1.5亿,人民币,前海产融 / 东方富厚投资 / 和同资本 / 富厚创投,
2017-08-28,克莱特,家用电器制造,新三板定增轮,2987万,人民币,中广核亨风,
2017-08-28,火球科技,网络服务,A轮,3500万,人民币,华映资本 / 远镜投资 / 富赛基金,
2017-08-28,好运虎,配送及仓储,A轮,7百万,美元,DCM资本 / 零一创投 / 君上资本,
2017-08-28,Cozitrip,酒店,Pre-A轮,非公开,,Follow The Seed,
2017-08-25,劲松口腔,医疗服务,A轮,2亿,人民币,泰康资产管理,
2017-08-25,千鸽汽车,汽车,天使轮,数百万,人民币,不公开的投资者,
2017-08-25,金力股份,新能源,新三板定增轮,1.9亿,人民币,辰韬资本 / 中冠国际投资 / 群象岛资本 / 河北新元信股权投资基金管理有限公司,
2017-08-25,金通灵流体,其他机械制造,上市定增轮,4.4亿,人民币,永望资产,
2017-08-25,易小炖,食品加工,Pre-A轮,3千万,人民币,天使投资人,
2017-08-24,友乐国际传媒,IT服务,Pre-A轮,数百万,人民币,Wide Mobile / Vision,
2017-08-24,氟特电池,化工原料生产,新三板定增轮,1436万,人民币,龙在投资 / 广东竣弘投资,
2017-08-23,焕鑫新材,新材料,新三板定增轮,9240万,人民币,中韩盐城产业园发展基金,
2017-08-23,奥杰股份,其他汽车,新三板定增轮,1.4亿,人民币,中亿明源 / 明源创业 / 华信超越 / 创钰投资 / 国科正道,
2017-08-22,杰尔斯,文化传播,新三板定增轮,4900万,人民币,福鹏资产 / 深圳市前海中钊资本管理有限公司,
2017-08-22,旭晟股份,半导体,新三板定增轮,2244万,人民币,光荣资产 / 汇博成长创业投资,
